Invoice_ID,Branch,Age _Group,Gender,City,Category,Invoice_Amount,Date,Payment_Method,Customer_Rating
1935,WALM004,35-44,Male,"New Orleans, LA",Home and lifestyle,124,7/27/20,Ewallet,5
1936,WALM072,35-44,Prefer Not to Say,"Des Moines, IA",Fashion accessories,38,10/18/20,Ewallet,6
1937,WALM020,55+,Female,"Charlotte, NC",Home and lifestyle,189,3/14/21,Ewallet,8
1938,WALM063,45-54,Female,"Las Vegas, NV",Fashion accessories,108,12/26/22,Ewallet,5
1939,WALM024,55+,Non-Binary,"Louisville, KY",Home and lifestyle,165,12/27/23,Ewallet,7
1940,WALM009,35-44,Female,"Fargo, ND",Fashion accessories,144,5/28/19,Ewallet,8
1941,WALM078,35-44,Non-Binary,"Jackson, MS",Home and lifestyle,222,9/6/22,Ewallet,5
1942,WALM005,35-44,Male,"Anchorage, AK",Fashion accessories,45,9/22/23,Ewallet,6
1943,WALM030,45-54,Prefer Not to Say,"Minneapolis, MN",Home and lifestyle,72,6/12/23,Ewallet,7
1944,WALM012,55+,Female,"Anchorage, AK",Fashion accessories,195,7/24/20,Ewallet,6
1945,WALM057,25-34,Prefer Not to Say,"Baltimore, MD",Home and lifestyle,34,2/7/23,Ewallet,6
1946,WALM036,18-24,Non-Binary,"Omaha, NE",Fashion accessories,80,6/27/21,Ewallet,8
1947,WALM033,35-44,Prefer Not to Say,"Phoenix, AZ",Home and lifestyle,24,12/22/22,Ewallet,7
1948,WALM062,35-44,Non-Binary,"Phoenix, AZ",Fashion accessories,136,8/16/20,Ewallet,8
1949,WALM013,18-24,Non-Binary,"Charleston, WV",Home and lifestyle,22,11/22/22,Ewallet,6
1950,WALM012,55+,Female,"Orlando, FL",Fashion accessories,80,12/5/21,Ewallet,4
1951,WALM006,25-34,Male,"Chicago, IL",Home and lifestyle,132,2/23/19,Ewallet,4
1952,WALM001,55+,Female,"Seattle, WA",Fashion accessories,114,9/24/22,Ewallet,4
1953,WALM083,55+,Female,"Salt Lake City, UT",Home and lifestyle,78,4/22/21,Ewallet,7
1954,WALM015,55+,Female,"Burlington, VT",Fashion accessories,150,12/9/21,Ewallet,7
1955,WALM010,45-54,Non-Binary,"Cheyenne, WY",Home and lifestyle,55,12/23/19,Ewallet,6
1956,WALM069,18-24,Female,"Honolulu, HI",Fashion accessories,84,3/8/23,Ewallet,6
1957,WALM063,55+,Prefer Not to Say,"Chicago, IL",Home and lifestyle,66,8/16/22,Ewallet,9
1958,WALM045,18-24,Non-Binary,"Providence, RI",Fashion accessories,105,6/7/21,Credit card,4
1959,WALM002,55+,Prefer Not to Say,"Hartford, CT",Home and lifestyle,116,8/26/21,Ewallet,9
1960,WALM053,45-54,Non-Binary,"Milwaukee, WI",Fashion accessories,198,1/22/22,Ewallet,6
1961,WALM017,35-44,Prefer Not to Say,"Chicago, IL",Home and lifestyle,198,6/14/23,Ewallet,6
1962,WALM008,35-44,Male,"Minneapolis, MN",Fashion accessories,43,6/26/21,Ewallet,8
1963,WALM026,35-44,Non-Binary,"Honolulu, HI",Home and lifestyle,106,10/20/22,Ewallet,9
1964,WALM080,18-24,Female,"New York City, NY",Fashion accessories,141,10/26/23,Ewallet,5
1965,WALM012,25-34,Female,"Columbus, OH",Home and lifestyle,78,5/24/20,Ewallet,7
1966,WALM043,18-24,Female,"Minneapolis, MN",Fashion accessories,68,12/19/21,Ewallet,6
1967,WALM002,18-24,Female,"Oklahoma City, OK",Home and lifestyle,135,4/17/22,Ewallet,9
1968,WALM063,25-34,Prefer Not to Say,"Charleston, SC",Fashion accessories,41,2/16/19,Ewallet,4
1969,WALM042,18-24,Non-Binary,"Detroit, MI",Home and lifestyle,58,1/6/21,Ewallet,6
1970,WALM052,55+,Male,"Seattle, WA",Fashion accessories,225,1/22/23,Ewallet,5
1971,WALM096,25-34,Female,"Portland, ME",Home and lifestyle,66,2/25/23,Ewallet,7
1972,WALM069,18-24,Prefer Not to Say,"Salt Lake City, UT",Fashion accessories,186,6/1/22,Ewallet,4
1973,WALM066,55+,Male,"Sioux Falls, SD",Home and lifestyle,80,2/1/22,Ewallet,6
1974,WALM043,25-34,Non-Binary,"Manchester, NH",Fashion accessories,58,10/31/23,Ewallet,7
1975,WALM027,18-24,Non-Binary,"New Orleans, LA",Home and lifestyle,156,5/1/22,Ewallet,6
1976,WALM080,18-24,Male,"Little Rock, AR",Fashion accessories,88,10/11/23,Ewallet,8
1977,WALM078,18-24,Male,"Albuquerque, NM",Home and lifestyle,70,7/27/22,Ewallet,4
1978,WALM018,45-54,Non-Binary,"Chicago, IL",Fashion accessories,62,5/3/20,Ewallet,7
1979,WALM060,45-54,Male,"St. Louis, MO",Home and lifestyle,92,4/11/23,Ewallet,5
1980,WALM077,25-34,Non-Binary,"Portland, OR",Fashion accessories,45,3/30/19,Ewallet,6
1981,WALM005,35-44,Non-Binary,"Orlando, FL",Home and lifestyle,50,11/27/21,Ewallet,7
1982,WALM026,25-34,Male,"Des Moines, IA",Fashion accessories,156,11/14/23,Ewallet,8
1983,WALM016,55+,Prefer Not to Say,"Hartford, CT",Home and lifestyle,52,12/25/21,Ewallet,4
1984,WALM067,35-44,Female,"Charleston, WV",Fashion accessories,80,2/3/20,Ewallet,8
1985,WALM049,55+,Female,"Milwaukee, WI",Home and lifestyle,58,9/12/23,Ewallet,4
1986,WALM088,35-44,Prefer Not to Say,"Atlanta, GA",Fashion accessories,249,11/10/20,Ewallet,6
1987,WALM098,25-34,Male,"Burlington, VT",Home and lifestyle,52,11/5/19,Ewallet,8
1988,WALM016,25-34,Female,"Boston, MA",Fashion accessories,64,4/19/20,Ewallet,7
1989,WALM088,35-44,Non-Binary,"Little Rock, AR",Home and lifestyle,55,9/5/23,Ewallet,8
1990,WALM033,55+,Prefer Not to Say,"Anchorage, AK",Fashion accessories,58,8/19/21,Ewallet,9
1991,WALM036,35-44,Female,"Charleston, WV",Home and lifestyle,198,11/3/22,Ewallet,8
1992,WALM067,18-24,Male,"Manchester, NH",Fashion accessories,40,5/7/19,Ewallet,7
1993,WALM015,55+,Prefer Not to Say,"Oklahoma City, OK",Home and lifestyle,123,4/3/19,Ewallet,7
1994,WALM044,18-24,Prefer Not to Say,"Burlington, VT",Fashion accessories,19,4/4/22,Ewallet,6
1995,WALM004,55+,Female,"St. Louis, MO",Home and lifestyle,104,6/11/23,Ewallet,9
1996,WALM037,55+,Female,"Portland, OR",Fashion accessories,114,9/14/20,Ewallet,5
1997,WALM070,25-34,Male,"Boston, MA",Home and lifestyle,195,7/1/22,Ewallet,8
1998,WALM016,35-44,Male,"Charleston, SC",Fashion accessories,36,3/21/19,Ewallet,7
1999,WALM002,25-34,Female,"Wilmington, DE",Home and lifestyle,246,12/9/22,Ewallet,4
2000,WALM004,35-44,Prefer Not to Say,"Honolulu, HI",Fashion accessories,75,9/29/20,Ewallet,9
2001,WALM011,18-24,Non-Binary,"Boise, ID",Home and lifestyle,41,9/21/22,Ewallet,7
2002,WALM095,55+,Non-Binary,"Charleston, WV",Fashion accessories,62,12/10/19,Ewallet,8
2003,WALM066,55+,Prefer Not to Say,"Detroit, MI",Home and lifestyle,186,9/15/21,Ewallet,6
2004,WALM005,55+,Female,"Louisville, KY",Fashion accessories,52,9/11/20,Ewallet,5
2005,WALM053,45-54,Prefer Not to Say,"Boise, ID",Home and lifestyle,39,4/15/20,Ewallet,7
2006,WALM094,25-34,Female,"Chicago, IL",Fashion accessories,132,2/8/22,Ewallet,8
2007,WALM034,25-34,Male,"Denver, CO",Home and lifestyle,61,1/20/20,Ewallet,9
2008,WALM093,35-44,Male,"Manchester, NH",Fashion accessories,37,10/6/19,Ewallet,7
2009,WALM008,55+,Prefer Not to Say,"Little Rock, AR",Home and lifestyle,130,9/6/19,Ewallet,7
2010,WALM011,25-34,Female,"Providence, RI",Fashion accessories,34,4/30/22,Ewallet,8
2011,WALM053,25-34,Non-Binary,"Little Rock, AR",Home and lifestyle,142,12/31/19,Ewallet,6
2012,WALM088,18-24,Male,"Charlotte, NC",Fashion accessories,168,10/21/19,Ewallet,6
2013,WALM024,35-44,Non-Binary,"Milwaukee, WI",Home and lifestyle,240,5/15/21,Ewallet,7
2014,WALM041,25-34,Male,"Honolulu, HI",Fashion accessories,58,5/26/20,Ewallet,9
2015,WALM006,18-24,Female,"Fargo, ND",Home and lifestyle,60,2/19/20,Ewallet,7
2016,WALM036,35-44,Male,"Philadelphia, PA",Fashion accessories,174,5/3/20,Ewallet,4
2017,WALM030,55+,Prefer Not to Say,"Oklahoma City, OK",Home and lifestyle,57,7/7/21,Ewallet,7
2018,WALM090,35-44,Female,"Birmingham, AL",Fashion accessories,132,12/13/21,Ewallet,9
2019,WALM031,55+,Female,"Anchorage, AK",Home and lifestyle,41,5/31/21,Ewallet,7
2020,WALM018,18-24,Male,"Detroit, MI",Fashion accessories,36,11/6/21,Ewallet,4
2021,WALM043,18-24,Male,"Wilmington, DE",Home and lifestyle,138,2/20/19,Ewallet,7
2022,WALM079,18-24,Male,"Providence, RI",Fashion accessories,64,4/19/23,Ewallet,9
2023,WALM064,25-34,Non-Binary,"Oklahoma City, OK",Home and lifestyle,68,4/10/21,Ewallet,9
2024,WALM040,45-54,Non-Binary,"Billings, MT",Fashion accessories,231,4/27/19,Ewallet,9
2025,WALM011,35-44,Male,"Omaha, NE",Home and lifestyle,34,6/3/23,Ewallet,8
2026,WALM098,45-54,Female,"Wilmington, DE",Fashion accessories,98,3/31/22,Ewallet,6
2027,WALM097,18-24,Female,"Hartford, CT",Home and lifestyle,170,10/2/20,Ewallet,4
2028,WALM071,25-34,Female,"Omaha, NE",Fashion accessories,108,3/28/20,Ewallet,6
2029,WALM063,45-54,Male,"Fargo, ND",Home and lifestyle,168,6/17/23,Ewallet,5
2030,WALM014,55+,Male,"Baltimore, MD",Fashion accessories,51,11/6/19,Ewallet,7
2031,WALM040,25-34,Male,"Portland, ME",Home and lifestyle,104,12/24/23,Ewallet,9
2032,WALM078,18-24,Non-Binary,"St. Louis, MO",Fashion accessories,96,2/21/20,Ewallet,9
2033,WALM100,18-24,Prefer Not to Say,"Billings, MT",Home and lifestyle,100,12/23/22,Ewallet,6
2034,WALM090,45-54,Non-Binary,"Sioux Falls, SD",Fashion accessories,51,1/15/20,Ewallet,4
2035,WALM007,55+,Prefer Not to Say,"Charlotte, NC",Home and lifestyle,15,3/2/22,Ewallet,7
2036,WALM077,35-44,Male,"St. Louis, MO",Fashion accessories,156,1/27/22,Ewallet,7
2037,WALM078,45-54,Prefer Not to Say,"Albuquerque, NM",Home and lifestyle,147,4/18/19,Ewallet,6
2038,WALM021,25-34,Male,"Albuquerque, NM",Fashion accessories,144,4/13/23,Ewallet,4
2039,WALM020,45-54,Female,"Louisville, KY",Home and lifestyle,164,11/23/19,Ewallet,7
2040,WALM063,45-54,Female,"Los Angeles, CA",Fashion accessories,148,5/29/19,Ewallet,4
2041,WALM047,45-54,Male,"Chicago, IL",Home and lifestyle,50,1/1/23,Ewallet,6
2042,WALM036,55+,Female,"Boise, ID",Fashion accessories,154,8/1/20,Ewallet,5
2043,WALM080,35-44,Non-Binary,"Fargo, ND",Home and lifestyle,219,10/22/23,Ewallet,7
2044,WALM004,18-24,Female,"Providence, RI",Fashion accessories,85,12/4/21,Ewallet,6
2045,WALM014,25-34,Female,"Boston, MA",Home and lifestyle,237,3/23/20,Ewallet,9
2046,WALM072,25-34,Female,"Charleston, SC",Fashion accessories,198,8/13/22,Ewallet,7
2047,WALM011,35-44,Female,"Portland, OR",Home and lifestyle,18,9/23/20,Ewallet,9
2048,WALM018,25-34,Female,"Cheyenne, WY",Fashion accessories,80,2/21/19,Ewallet,4
2049,WALM097,45-54,Prefer Not to Say,"Manchester, NH",Home and lifestyle,222,12/16/22,Ewallet,9
2050,WALM085,45-54,Non-Binary,"New Orleans, LA",Fashion accessories,58,5/29/21,Ewallet,7
2051,WALM093,45-54,Non-Binary,"Wilmington, DE",Home and lifestyle,106,6/28/22,Ewallet,5
2052,WALM057,25-34,Prefer Not to Say,"Oklahoma City, OK",Fashion accessories,45,10/13/23,Ewallet,7
2053,WALM090,25-34,Non-Binary,"Manchester, NH",Home and lifestyle,126,11/22/20,Ewallet,7
2054,WALM064,55+,Male,"Burlington, VT",Fashion accessories,46,12/16/20,Ewallet,8
2055,WALM033,35-44,Non-Binary,"Wilmington, DE",Home and lifestyle,66,3/13/21,Ewallet,8
2056,WALM011,25-34,Female,"Oklahoma City, OK",Fashion accessories,76,5/9/20,Ewallet,7
2057,WALM026,45-54,Female,"Charleston, SC",Home and lifestyle,118,7/17/23,Ewallet,4
2058,WALM079,25-34,Female,"Jackson, MS",Fashion accessories,249,5/25/23,Ewallet,9
2059,WALM009,25-34,Prefer Not to Say,"Salt Lake City, UT",Home and lifestyle,57,9/7/19,Ewallet,8
2060,WALM081,35-44,Prefer Not to Say,"Seattle, WA",Fashion accessories,231,7/28/19,Ewallet,5
2061,WALM040,35-44,Male,"Nashville, TN",Home and lifestyle,49,3/10/21,Ewallet,6
2062,WALM012,55+,Female,"New Orleans, LA",Fashion accessories,94,12/9/22,Ewallet,8
2063,WALM068,18-24,Prefer Not to Say,"Chicago, IL",Home and lifestyle,174,12/20/20,Ewallet,8
2064,WALM013,55+,Non-Binary,"Cheyenne, WY",Fashion accessories,28,11/7/19,Ewallet,7
2065,WALM014,35-44,Male,"Anchorage, AK",Home and lifestyle,84,9/3/23,Ewallet,9
2066,WALM049,55+,Prefer Not to Say,"Burlington, VT",Fashion accessories,86,8/19/22,Ewallet,5
2067,WALM057,25-34,Male,"Charleston, WV",Home and lifestyle,70,11/4/20,Ewallet,7
2068,WALM041,55+,Male,"New Orleans, LA",Fashion accessories,144,2/26/21,Ewallet,8
2069,WALM037,35-44,Non-Binary,"Indianapolis, IN",Home and lifestyle,168,6/4/21,Ewallet,7
2070,WALM077,45-54,Non-Binary,"Billings, MT",Fashion accessories,240,11/9/22,Ewallet,6
2071,WALM040,45-54,Prefer Not to Say,"Phoenix, AZ",Home and lifestyle,156,2/15/21,Ewallet,5
2072,WALM034,55+,Prefer Not to Say,"Indianapolis, IN",Fashion accessories,50,4/16/21,Ewallet,8
2073,WALM072,18-24,Male,"Chicago, IL",Home and lifestyle,90,4/23/21,Ewallet,8
2074,WALM062,35-44,Female,"Portland, OR",Fashion accessories,124,6/3/22,Ewallet,8
2075,WALM010,55+,Non-Binary,"Wichita, KS",Home and lifestyle,162,6/28/21,Ewallet,6
2076,WALM083,55+,Prefer Not to Say,"Fargo, ND",Fashion accessories,84,4/4/20,Ewallet,9
2077,WALM002,35-44,Female,"New York City, NY",Home and lifestyle,54,4/7/20,Ewallet,8
2078,WALM058,55+,Male,"Little Rock, AR",Fashion accessories,44,9/20/23,Ewallet,8
2079,WALM023,18-24,Prefer Not to Say,"Albuquerque, NM",Home and lifestyle,29,3/9/23,Ewallet,9
2080,WALM041,55+,Prefer Not to Say,"Seattle, WA",Fashion accessories,164,9/29/21,Ewallet,4
2081,WALM090,18-24,Male,"Portland, ME",Home and lifestyle,66,5/12/20,Ewallet,6
2082,WALM076,18-24,Female,"Jackson, MS",Fashion accessories,45,8/7/21,Ewallet,5
2083,WALM040,25-34,Male,"Minneapolis, MN",Home and lifestyle,210,4/2/20,Ewallet,6
2084,WALM042,55+,Non-Binary,"Portland, OR",Fashion accessories,54,6/28/23,Ewallet,6
2085,WALM059,18-24,Prefer Not to Say,"Charlotte, NC",Home and lifestyle,33,3/25/23,Ewallet,5
2086,WALM030,55+,Prefer Not to Say,"Louisville, KY",Fashion accessories,50,8/6/19,Ewallet,6
2087,WALM071,18-24,Non-Binary,"Billings, MT",Home and lifestyle,78,3/1/19,Ewallet,7
2088,WALM069,35-44,Female,"Denver, CO",Fashion accessories,138,10/4/20,Ewallet,6
2089,WALM028,35-44,Prefer Not to Say,"Baltimore, MD",Home and lifestyle,64,5/12/21,Ewallet,7
2090,WALM015,25-34,Male,"Milwaukee, WI",Fashion accessories,102,2/20/21,Ewallet,6
2091,WALM022,18-24,Non-Binary,"Boise, ID",Home and lifestyle,98,3/20/23,Ewallet,9
2092,WALM021,25-34,Prefer Not to Say,"Boston, MA",Fashion accessories,78,7/21/23,Ewallet,9
2093,WALM007,45-54,Male,"Virginia Beach, VA",Home and lifestyle,195,9/18/21,Ewallet,5
2094,WALM040,18-24,Female,"Chicago, IL",Fashion accessories,255,7/14/19,Ewallet,8
2095,WALM049,18-24,Prefer Not to Say,"Salt Lake City, UT",Home and lifestyle,126,2/24/23,Ewallet,9
2096,WALM092,45-54,Prefer Not to Say,"Anchorage, AK",Fashion accessories,243,7/28/19,Ewallet,9
2097,WALM039,55+,Male,"Charlotte, NC",Home and lifestyle,81,9/28/19,Ewallet,6
2098,WALM067,25-34,Male,"Seattle, WA",Fashion accessories,138,8/24/20,Ewallet,7
2099,WALM013,25-34,Prefer Not to Say,"Virginia Beach, VA",Home and lifestyle,27,9/23/19,Ewallet,4
2100,WALM043,55+,Female,"Portland, ME",Fashion accessories,153,9/23/21,Ewallet,9
2101,WALM048,25-34,Female,"New York City, NY",Home and lifestyle,75,5/16/23,Ewallet,9
2102,WALM022,35-44,Non-Binary,"Milwaukee, WI",Fashion accessories,231,7/6/22,Ewallet,7
2103,WALM061,25-34,Female,"New Orleans, LA",Home and lifestyle,102,7/1/22,Ewallet,5
2104,WALM022,18-24,Female,"Los Angeles, CA",Fashion accessories,120,8/30/21,Ewallet,8
2105,WALM078,55+,Non-Binary,"New Orleans, LA",Home and lifestyle,160,7/24/22,Ewallet,4
2106,WALM018,55+,Non-Binary,"Providence, RI",Fashion accessories,79,5/5/22,Ewallet,9
2107,WALM063,18-24,Prefer Not to Say,"Louisville, KY",Home and lifestyle,42,3/17/20,Ewallet,7
2108,WALM081,25-34,Non-Binary,"Birmingham, AL",Fashion accessories,84,5/13/23,Ewallet,8
2109,WALM080,25-34,Male,"Milwaukee, WI",Home and lifestyle,39,11/7/20,Ewallet,7
2110,WALM098,45-54,Non-Binary,"Las Vegas, NV",Fashion accessories,150,7/24/19,Ewallet,9
2111,WALM037,55+,Prefer Not to Say,"Philadelphia, PA",Home and lifestyle,48,11/13/20,Ewallet,4
2112,WALM090,45-54,Non-Binary,"Virginia Beach, VA",Fashion accessories,27,1/19/22,Ewallet,8
2113,WALM077,45-54,Non-Binary,"Louisville, KY",Home and lifestyle,74,7/22/19,Ewallet,8
2114,WALM068,18-24,Non-Binary,"Sioux Falls, SD",Fashion accessories,134,4/27/22,Ewallet,6
2115,WALM039,45-54,Male,"Portland, ME",Home and lifestyle,164,3/15/22,Ewallet,8
2116,WALM098,18-24,Female,"Wilmington, DE",Fashion accessories,96,6/16/20,Ewallet,8
2117,WALM020,18-24,Prefer Not to Say,"Charleston, SC",Home and lifestyle,44,5/13/21,Ewallet,8
2118,WALM090,25-34,Female,"Honolulu, HI",Fashion accessories,75,11/12/20,Ewallet,4
2119,WALM030,55+,Female,"Fargo, ND",Home and lifestyle,50,11/26/20,Ewallet,4
2120,WALM071,18-24,Prefer Not to Say,"New Orleans, LA",Fashion accessories,80,11/21/20,Ewallet,4
2121,WALM002,55+,Non-Binary,"Portland, OR",Home and lifestyle,148,5/3/21,Ewallet,8
2122,WALM016,35-44,Prefer Not to Say,"Minneapolis, MN",Fashion accessories,48,7/29/22,Ewallet,5
2123,WALM062,25-34,Prefer Not to Say,"Portland, ME",Home and lifestyle,213,10/27/22,Ewallet,4
2124,WALM005,25-34,Male,"Manchester, NH",Fashion accessories,15,12/18/21,Ewallet,7
2125,WALM027,55+,Female,"Philadelphia, PA",Home and lifestyle,35,11/23/19,Ewallet,6
2126,WALM085,35-44,Prefer Not to Say,"Birmingham, AL",Fashion accessories,102,6/16/19,Ewallet,9
2127,WALM012,45-54,Male,"Louisville, KY",Home and lifestyle,252,9/19/21,Ewallet,8
2128,WALM093,55+,Male,"Salt Lake City, UT",Fashion accessories,43,9/13/23,Ewallet,6
2129,WALM010,45-54,Male,"Billings, MT",Home and lifestyle,216,12/8/21,Ewallet,5
2130,WALM091,45-54,Prefer Not to Say,"Charlotte, NC",Fashion accessories,53,3/12/23,Ewallet,4
2131,WALM023,18-24,Female,"New Orleans, LA",Home and lifestyle,138,12/2/22,Ewallet,9
2132,WALM024,18-24,Non-Binary,"Denver, CO",Fashion accessories,15,11/11/23,Ewallet,4
2133,WALM024,18-24,Female,"Salt Lake City, UT",Home and lifestyle,130,4/7/21,Ewallet,8
2134,WALM040,25-34,Non-Binary,"Portland, OR",Fashion accessories,50,7/5/22,Ewallet,6
2135,WALM081,35-44,Male,"Virginia Beach, VA",Home and lifestyle,30,2/11/20,Ewallet,4
2136,WALM027,18-24,Prefer Not to Say,"Boston, MA",Fashion accessories,22,4/16/22,Ewallet,4
2137,WALM023,55+,Non-Binary,"Houston, TX",Home and lifestyle,20,3/9/21,Ewallet,5
2138,WALM006,35-44,Male,"Hartford, CT",Fashion accessories,162,3/7/22,Ewallet,5
2139,WALM098,45-54,Prefer Not to Say,"Birmingham, AL",Home and lifestyle,48,3/17/19,Ewallet,5
2140,WALM013,55+,Male,"Portland, ME",Fashion accessories,102,5/5/20,Ewallet,5
2141,WALM095,35-44,Male,"Virginia Beach, VA",Home and lifestyle,150,4/1/19,Ewallet,7
2142,WALM053,55+,Male,"Minneapolis, MN",Fashion accessories,96,9/14/20,Ewallet,8
2143,WALM094,25-34,Non-Binary,"Little Rock, AR",Home and lifestyle,138,5/26/19,Ewallet,9
2144,WALM044,45-54,Male,"Providence, RI",Fashion accessories,207,7/18/23,Ewallet,7
2145,WALM080,35-44,Prefer Not to Say,"Billings, MT",Home and lifestyle,23,3/7/23,Ewallet,4
2146,WALM088,18-24,Non-Binary,"Fargo, ND",Fashion accessories,138,2/25/23,Ewallet,9
2147,WALM051,35-44,Non-Binary,"Fargo, ND",Home and lifestyle,72,8/14/21,Ewallet,5
2148,WALM059,35-44,Male,"Albuquerque, NM",Fashion accessories,25,4/12/19,Ewallet,6
2149,WALM020,35-44,Female,"Virginia Beach, VA",Home and lifestyle,240,5/13/22,Ewallet,9
2150,WALM007,55+,Male,"Atlanta, GA",Fashion accessories,144,5/14/21,Ewallet,8
2151,WALM070,18-24,Male,"Omaha, NE",Home and lifestyle,64,10/1/23,Ewallet,9
2152,WALM078,55+,Male,"Boston, MA",Fashion accessories,153,2/12/21,Ewallet,7
2153,WALM061,18-24,Female,"Chicago, IL",Home and lifestyle,21,7/12/20,Ewallet,5
2154,WALM007,45-54,Male,"New Orleans, LA",Fashion accessories,44,4/4/20,Ewallet,4
2155,WALM039,25-34,Non-Binary,"Las Vegas, NV",Home and lifestyle,37,11/17/20,Ewallet,9
2156,WALM012,35-44,Female,"Phoenix, AZ",Fashion accessories,31,7/26/21,Ewallet,9
2157,WALM026,35-44,Male,"Charleston, WV",Home and lifestyle,94,10/18/22,Ewallet,8
2158,WALM015,18-24,Non-Binary,"Charleston, WV",Fashion accessories,78,12/3/19,Ewallet,6
2159,WALM076,45-54,Non-Binary,"Manchester, NH",Home and lifestyle,19,5/30/22,Ewallet,7
2160,WALM066,35-44,Female,"Honolulu, HI",Fashion accessories,207,2/8/22,Ewallet,9
2161,WALM018,35-44,Non-Binary,"Portland, OR",Home and lifestyle,243,10/12/19,Ewallet,6
2162,WALM044,18-24,Prefer Not to Say,"Des Moines, IA",Fashion accessories,75,4/13/23,Ewallet,6
2163,WALM085,45-54,Prefer Not to Say,"Baltimore, MD",Home and lifestyle,66,2/17/21,Ewallet,6
2164,WALM031,35-44,Male,"Des Moines, IA",Fashion accessories,165,12/3/23,Ewallet,8
2165,WALM037,35-44,Female,"Boston, MA",Home and lifestyle,126,9/3/22,Ewallet,6
2166,WALM023,18-24,Prefer Not to Say,"Burlington, VT",Fashion accessories,39,12/14/22,Ewallet,6
2167,WALM005,35-44,Prefer Not to Say,"Los Angeles, CA",Home and lifestyle,80,2/5/19,Ewallet,8
2168,WALM014,35-44,Prefer Not to Say,"Anchorage, AK",Fashion accessories,42,7/15/21,Ewallet,8
2169,WALM027,45-54,Prefer Not to Say,"Little Rock, AR",Home and lifestyle,216,6/28/19,Ewallet,5
2170,WALM026,18-24,Male,"Boise, ID",Fashion accessories,69,8/17/19,Ewallet,4
2171,WALM090,35-44,Male,"Virginia Beach, VA",Home and lifestyle,124,7/19/20,Ewallet,6
2172,WALM015,18-24,Prefer Not to Say,"Salt Lake City, UT",Fashion accessories,51,8/21/21,Ewallet,9
2173,WALM015,18-24,Prefer Not to Say,"New Orleans, LA",Home and lifestyle,26,6/20/23,Ewallet,6
2174,WALM043,35-44,Non-Binary,"Louisville, KY",Fashion accessories,32,5/20/21,Ewallet,4
2175,WALM037,25-34,Female,"Nashville, TN",Home and lifestyle,43,2/11/20,Ewallet,5
2176,WALM081,25-34,Non-Binary,"Anchorage, AK",Fashion accessories,38,10/12/19,Ewallet,4
2177,WALM001,45-54,Female,"Little Rock, AR",Home and lifestyle,189,3/19/21,Ewallet,9
2178,WALM015,45-54,Male,"Wilmington, DE",Fashion accessories,207,6/6/20,Ewallet,6
2179,WALM001,35-44,Prefer Not to Say,"Manchester, NH",Home and lifestyle,37,1/1/23,Ewallet,4
2180,WALM060,45-54,Non-Binary,"Charlotte, NC",Fashion accessories,60,7/3/21,Ewallet,7
2181,WALM015,45-54,Prefer Not to Say,"Manchester, NH",Home and lifestyle,92,2/27/21,Ewallet,4
2182,WALM013,25-34,Female,"Chicago, IL",Fashion accessories,96,3/23/21,Ewallet,7
2183,WALM071,35-44,Prefer Not to Say,"Boston, MA",Home and lifestyle,72,7/11/22,Ewallet,7
2184,WALM039,25-34,Male,"Sioux Falls, SD",Fashion accessories,99,7/4/22,Ewallet,8
2185,WALM076,25-34,Prefer Not to Say,"Charlotte, NC",Home and lifestyle,114,11/11/21,Ewallet,5
2186,WALM049,55+,Non-Binary,"St. Louis, MO",Fashion accessories,98,7/1/20,Ewallet,8
2187,WALM060,55+,Female,"Boise, ID",Home and lifestyle,177,12/26/22,Ewallet,6
2188,WALM071,18-24,Prefer Not to Say,"Wichita, KS",Fashion accessories,57,1/31/19,Ewallet,5
2189,WALM100,18-24,Male,"Honolulu, HI",Home and lifestyle,58,12/28/21,Ewallet,8
2190,WALM070,55+,Male,"Oklahoma City, OK",Fashion accessories,17,1/29/19,Ewallet,8
2191,WALM076,55+,Prefer Not to Say,"Boise, ID",Home and lifestyle,96,1/13/19,Ewallet,4
2192,WALM053,55+,Female,"Chicago, IL",Fashion accessories,54,12/13/23,Ewallet,8
2193,WALM031,25-34,Female,"Des Moines, IA",Home and lifestyle,64,9/6/22,Ewallet,5
2194,WALM017,25-34,Prefer Not to Say,"Omaha, NE",Fashion accessories,126,3/16/19,Ewallet,4
2195,WALM017,25-34,Prefer Not to Say,"Denver, CO",Home and lifestyle,61,3/20/22,Ewallet,4
2196,WALM085,35-44,Male,"Anchorage, AK",Fashion accessories,77,2/20/22,Ewallet,7
2197,WALM063,45-54,Non-Binary,"Los Angeles, CA",Home and lifestyle,88,5/9/21,Ewallet,6
2198,WALM068,18-24,Male,"Charlotte, NC",Fashion accessories,240,1/23/23,Ewallet,4
2199,WALM020,55+,Male,"Fargo, ND",Home and lifestyle,50,12/17/22,Ewallet,9
2200,WALM061,35-44,Female,"Jackson, MS",Fashion accessories,32,8/19/22,Ewallet,9
2201,WALM100,55+,Prefer Not to Say,"Little Rock, AR",Home and lifestyle,130,6/23/22,Ewallet,5
2202,WALM060,18-24,Prefer Not to Say,"Indianapolis, IN",Fashion accessories,168,2/7/19,Ewallet,9
2203,WALM022,18-24,Male,"Portland, OR",Home and lifestyle,78,3/31/23,Ewallet,8
2204,WALM047,25-34,Male,"Virginia Beach, VA",Fashion accessories,50,1/17/23,Ewallet,8
